objectid,title,author,age_group,boy,girl,gender_neutral,required_cast,ensemble,length,date_published,publisher,licensing,copies,musical,adaptation,adaptation_of,description,colocated,notes,format
yppc_172,"The Lion, the Witch, and the Wardrobe","Robinette, Joseph",08-12,5,4,7,16,TRUE,60,1989,Dramatic Publishing,TRUE,10,FALSE,TRUE,"Adapted from The Lion, the Witch, and the Wardrobe by C.S. Lewis.","This dramatization of C.S. Lewis classic work faithfully recreates the magic and mystery of Aslan, the great lion, his struggle with the White Witch, and the adventures of four children who inadvertently wander from an old wardrobe into the exciting, never-to-be-forgotten Narnia.",,,record
yppc_173,Liliom,"Molnár, Ferenc",12-18,4,5,0,9,TRUE,64,1909,"Samuel French, Inc.",FALSE,4,FALSE,FALSE,,"Liliom is a shiftless young bully in Budapest. He works intermittently as a barker for a merry go round and many servant girls fall victim to his charms. Among these girls is Julie, whom he eventually marries. Learning that he is about to become a father Liliom participates in a robbery to enhance his fortunes. But he is caught and stabs himself rather than submit to arrest. He is tried in the Magistrate's court on high, but they see through him there. They know what repentance is in his heart though he is much too cocky to admit it. He is sentenced to a term of years in the purifying fires with the promise that after that sentence has been served he can go back to earth with a chance to do one good deed there. A tender and moving story told with a master's touch.",,"Guessing about the ensemble with this one, but it seems reasonable that it could work.",record
yppc_174,Lash Morgan's Last Stand (A One Act Saga of how the West was not won),"Cosper, John",14-18,4,3,7,14,FALSE,19,Unknown,Unknown,TRUE,1,FALSE,FALSE,,Lash Morgan tricks another man into taking his place to avoid an outlaw in this wild-west spoof.,,This has some jokes and terms that are offensive. It appears to be a student-written play.,record
yppc_175,The Monkey Without a Tail,"Winther, Barbara",04-10,3,2,0,5,TRUE,7,1976,"Plays, Inc.",FALSE,3,FALSE,TRUE,Based on Ethiopian tale told by Amhara tribe.,A clever monkey convinces King and Queen that honey brought by poor man is the best in the kingdom.,,,record
yppc_176,Welcome to the Monkey House,"Sergel, Christopher",14-18,10,14,0,24,FALSE,93,1970,Dramatic Publishing,TRUE,2,FALSE,TRUE,Adapted from Kurt Vonnegut Jr.'s Welcome to the Monkey House.,"Its theatrical excitement comes from the brilliant words and the dazzling display of original ideas. Vonnegut begins with a moving episode about right now in which a young man searches for companionship and identity through participation in amateur theatricals, appropriately entitled Who Am I This Time? An edged satire of the future concludes the first act.",,,record
yppc_177,The Red House Mystery,"Sergel, Ruth",10-18,7,8,0,15,FALSE,84,1984,Dramatic Publishing,TRUE,6,FALSE,TRUE,Adaptation of A.A. Milne's book The Red House Mystery.,"The sudden violence of murder erupts at an English house party. To the police, it's obviously just another case of sibling rivalry. But a guest is suspicious of this slick solution. There are others besides the brother who hold grudges against the murdered man. We have not one but several complex life patterns to keep us enthralled.",,,record
yppc_178,"The Little Princess, Sara Crewe","Seale, Nancy",04-18,5,18,0,23,TRUE,48,1982,Origin Theatrical,TRUE,7,TRUE,TRUE,"Adapted from the Frances Hodgson Burnett novel, A Little Princess.","To Sara Crewe, everyone at Miss Minchin's Select Seminary for Young Ladies is a story: cold Miss Minchin; her timid sister, Miss Amelia; pupils such as spiteful Lavinia or plodding Ermengarde; as well as the invalid gentleman next door and his lascar. Imagination sustains Sara when, orphaned and no longer parlor boarder, she is banished to the attic. Becky, the little scullery maid, becomes her fast friend. Suddenly, Sara's bleak garret is mysteriously transformed by a secret benefactor. When Sara finally learns who has cared for her, Miss Minchin gets her just reward. Sara's final song tells it all, ""This Is Just the Way It Ends in Books!""",,,record
yppc_179,Little Women,"Hartley, Sean",04-18,5,12,0,17,TRUE,87,2005,Theatrical Rights Worldwide,TRUE,9,TRUE,TRUE,Adapted from the Louisa May Alcott novel Little Women.,"Louisa May Alcott’s beloved novel is brought to glorious musical life in this tale of the indomitable March girls of Concord, Massachusetts. In a time of great social upheaval, Jo, Meg, Amy, and Beth grow from childhood to womanhood through the trials, tragedies, and triumphs of America divided by Civil War.",,,record
yppc_180,Little Shop of Horrors,"Ashman, Howard",10-18,4,4,0,8,FALSE,82,1982,Music Theater International,TRUE,5,TRUE,FALSE,,"The meek floral assistant Seymour Krelborn stumbles across a new breed of plant he names ""Audrey II"" - after his coworker crush. This foul-mouthed, R&B-singing carnivore promises unending fame and fortune to the down and out Krelborn as long as he keeps feeding it, BLOOD. Over time, though, Seymour discovers Audrey II's out of this world origins and intent towards global domination!",,Score is included in another folder.,record
yppc_181,Lone Star,"McLure, James",14-18,3,0,0,3,FALSE,27,1980,Dramatists Play Service Inc.,TRUE,2,FALSE,FALSE,,"The play takes place in the cluttered backyard of a small-town Texas bar. Roy, a brawny, macho type who had once been a local high-school hero, is back in town after a hitch in Vietnam and trying to reestablish his position in the community. Joined by his younger brother, Ray (who worships him), Roy sets about consuming a case of beer while regaling Ray with tales of his military and amorous exploits. Apparently Roy cherishes three things above all; his country, his sexy young wife, and his 1959 pink Thunderbird. With the arrival of Cletis, the fatuous, newlywed son of the local hardware store owner, the underpinnings of Roy’s world begin to collapse as it gradually comes out that Ray had slept with his brother’s wife during his absence and, horror of horrors, has just demolished his cherished Thunderbird. But, despite all, the high good humor of the play never lapses, and all ends as breezily and happily as it began.",,,record
yppc_182,"Look Homeward, Angel","Frings, Ketti",12-18,10,8,0,18,FALSE,87,1957,"Samuel French, Inc.",TRUE,11,FALSE,TRUE,"Based on Thomas Wolfe's 1929 novel Look Homeward, Angel.","An authentic American classic, this powerful and vital play captures the sardonic humor and the grief, both private and universal, of Wolfe's novel about a youth coming of age. Concentrating on the last third of Wolfe's story, the play vividly portrays Eugene Gant, his mother, who is obsessed by her material holdings and who maintains barriers against the love of her family, his father, a stonecutter imprisoned by his failures, and the brother who never breaks away.",,,record
yppc_183,The Lottery,"Duffield, Brainerd",12-18,8,5,0,13,TRUE,116,1953,Dramatic Publishing,TRUE,2,FALSE,TRUE,Based on Shirley Jackson's short story The Lottery,The play starts as people are assembling for the lottery. What family will it be this time? Which member? Only gradually do we begin to suspect the nature of the lottery as the play builds swiftly to its crucial and moving climax.,,,record
yppc_184,Lovers' Meeting,"Unknown,",08-14,1,1,3,5,FALSE,7,Unknown,Unknown,TRUE,3,FALSE,FALSE,,"She married his rival on a whim because of a lovers' quarrel, and years later he was still torn by love for her. When she was near death by the hand of her husband, it was her old lover for whom she called. Though it is written that ""love is as strong as death,"" could love revive a woman already presumed dead for two days?",,"These were copied from an unknown book, from a chapter titled ""Ghost Stories and Plays"". Also contains Sir Walter Scott's Mother.",record
yppc_185,Sir Walter Scott's Mother,"Unknown,",08-14,0,0,4,4,FALSE,4,Unknown,Unknown,TRUE,3,FALSE,TRUE,Based on the true story of Sir Walter Scott's mother.,"Two grave robbers try to pull the ring off a corpse, just to find out she wasn't quite as dead as she seemed.",,"These were copied from an unknown book, from a chapter titled ""Ghost Stories and Plays"". Also contains Lovers' Meeting.",record
yppc_186,A Lost Day is Hard to Find,"Roberts, Buck",14-18,7,8,3,18,FALSE,69,1963,Unknown,TRUE,1,FALSE,FALSE,,This story deals with the mental breakdown of a young man and takes a look at the psychiatric practices of the mid-1960s.,,"This play deals with some of the darker psychiatric practices of the 1960s, including lobotomy, electroshock, and tranquilizers. It also appears to be a rough draft. The author is a local playwright; many of his plays are part of the Rubenstein Rare Book Manuscript Library at Duke.",record
yppc_187,Lysistrata,"Aristophanes,",14-18,10,10,0,20,TRUE,96,411 BCE,Unknown,FALSE,4,FALSE,FALSE,,"A comic account of a woman's extraordinary mission to end the Peloponnesian War between Greek city states by denying all the men of the land any sex, which was the only thing they truly and deeply desired. Lysistrata persuades the women of the warring cities to withhold sexual privileges from their husbands and lovers as a means of forcing the men to negotiate peace—a strategy, however, that inflames the battle between the sexes.",,,record
yppc_188,Wicked John: A North Carolina Coastal Tale,"Stephens, Jeffryn",04-10,2,1,4,7,FALSE,10,1982,YPPC,FALSE,3,FALSE,TRUE,Based on several versions of the Jack Tales.,"A trickster tale from the coast of North Carolina. John was a wicked man, but he managed to trick St. Peter into giving him three gifts. Three devils comes to take him to hell, and he uses those gifts to scare them off. When Wicked John dies, he can't get into heaven and he is barred from hell, so he wanders the Great Dismal Swamp looking for a place to rest.",,,record
yppc_189,Jack and the Sack,"Stephens, Jeffryn",04-10,1,3,10,14,FALSE,10,1982,YPPC,FALSE,3,FALSE,TRUE,Based on the Jack Tales,"Jack is kind to an old woman, who gives him a magic sack for his kindness. Jack traps the Devil and Death in the sack.",,,record
yppc_190,Jack and the Three Sillies,"Stephens, Jeffryn",04-10,5,5,5,15,FALSE,7,1988,YPPC,FALSE,1,FALSE,TRUE,Based on the Jack Tales,The story of foolish Jack who took the cow to market and by progressively sillier decisions and exchanges came home with a stone to hold the door in place. The new twist comes in his wife's search for three sillier people than Jack.,,,record
yppc_191,Shelter from the Storm,"Unknown,",10-18,0,4,0,4,FALSE,9,1988,YPPC,FALSE,1,FALSE,FALSE,,"A group of hikers find themselves shelter in a cabin when a blizzard sets in. When they run out of food and medicine, they have to make a tough choice.",,This was part of Ty Stephens playwriting class. It appears unfinished.,record
yppc_192,The Trip to Bountiful,"Foote, Horton",12-18,6,3,0,9,TRUE,62,1953,Dramatists Play Service Inc.,TRUE,1,FALSE,FALSE,,"Carrie Watts dreams of escape from the bustling city and of a return to simpler times in her beloved Bountiful, Texas. She sets out on a risky journey to her beloved hometown, with her family in hot pursuit. Along the way, she encounters kindness and compassion … and makes a remarkable discovery about the true meaning of home.",,,record
yppc_193,Separate Tables,"Rattigan, Terence",14-18,3,8,0,11,FALSE,171,1954,"Samuel French, Inc.",TRUE,7,FALSE,FALSE,,"These two plays are set in a shabby genteel hotel on England's south coast. Except for the two leads in each (which may be doubled) the same characters appear in both. In Table by the Window, a down-at-the-heels journalist is confronted by his ex-wife, a former model who provoked him to the violent act that sent him to prison, destroying his future. Still in love, they nevertheless go through another terrible scene and it is the hotel manager, Miss Cooper, who helps repair their broken lives. In Table Number Seven, a 'self-made' army colonel without any true background and education to which he lays claim, finds solace with a spinster over the objections of her ruthless, domineering mother. When a sordid scandal threatens to drive them apart, Miss Cooper again comes to the rescue.",,"A historical note: in the second play in the collection, the phony Major Pollock attempts to conceal from fellow guests a report in the local paper of his sexual harassment of women at a local cinema. Rattigan wrote an alternative version in which it is revealed the major was a homosexual thus insinuating the major was pursuing illicit sex not with women but with other men in that local Bournemouth cinema. Critical opinion argues that Rattigan was a victim of 1950s repressiveness, and so the sexual incident in this published version of the play was as good a handling of sexual abnormality as English playgoers in the 50s would tolerate. Scholars believe that the formal restrictions of the time gave way to brilliantly discreet metaphor.",record
yppc_194,Ask Any Girl,"Wolfe, Winifred",12-18,5,12,0,17,FALSE,68,1960,Origin Theatrical,TRUE,1,FALSE,FALSE,,Meg Wheeler felt stifled in her small hometown where she's just graduated from college. So Meg comes to New York intent on enlarging her horizon -- and by that she means finding a husband.,,,record
yppc_195,Mind Over Matter,"Nicholson, Jessie",04-10,6,6,0,12,FALSE,17,1969,"Plays, Inc.",FALSE,18,FALSE,FALSE,,"Two girls try to stage a play for the people in a local store, though most of the audience isn't impressed.",,"Found in Prize Contest Plays for Young People: A Collection of Royalty-Free, One-Act Plays for Drama Contests and Festivals.",record
yppc_196,The Captain and the Fir Tree,"Stephens, Jeffryn",04-10,2,4,4,10,FALSE,6,Unknown,YPPC,FALSE,1,FALSE,TRUE,Based on tales by Hans Christian Andersen,,,,record
yppc_197,Moments 2024,"Sabatini, Jessica (arr.)",08-18,18,13,0,31,TRUE,58,Varied,Varied,FALSE,2,FALSE,TRUE,Some of the scenes are adaptations of other stories or plays.,"A series of small 2-5 person scenes, including riffs on Henry V, Romeo and Juliet, the Euphio Experiment, and other scenes.",,,record
yppc_198,Play-Gerism,"Stephens, Jeffryn",04-14,6,7,13,26,TRUE,28,1984,YPPC,FALSE,20,FALSE,TRUE,Adapted from various television shows.,Two children watch as their favorite Saturday morning television shows skew slightly oddly.,,,record
yppc_199,The Matchmaker: A Farce in Four Acts,"Wilder, Thornton",08-18,5,6,4,15,TRUE,225,1955,"Samuel French, Inc.",TRUE,9,FALSE,TRUE,Adapted from Thornton Wilder's 1938 play The Merchant of Yonkers.,"Horace Vandergelder, a wealthy merchant in 19th Century Yonkers, NY, decides to take a wife and employs a matchmaker, Mrs. Dolly Levi. Dolly subsequently becomes involved with two of Vandergelder’s clerks, several lovely ladies, and the headwaiter at an expensive restaurant where this swift farce runs headlong into hilarious complications. After everyone gets straightened out romantically, Vandergelder finds himself affianced to the astute Dolly Levi herself.",,"Later adapted as the musical Hello, Dolly!",record
yppc_200,A Marriage Proposal,"Chekhov, Anton",08-18,2,1,0,3,FALSE,14,1914,Unknown,FALSE,1,FALSE,FALSE,,"A young man Lomov comes to propose to his neighbour Natalya but they keep on fighting over various topics. Through this play, Chekhov exposes the ""fakeness"" of the world and tries to show how superficial modern people are. Rather than emotionally bonding in relationships, people instead connect with wealth and money.",,Originally performed in 1890; translated from Russian by Hilmar Baukhage and Barrett H. Clark.,record
yppc_201,A Memory of Two Mondays,"Miller, Arthur",08-18,11,2,1,14,FALSE,52,1955,"Viking Press, Inc.",TRUE,1,FALSE,FALSE,,"A one-act fragment about people who work in an automobile parts warehouse in the early Roosevelt days. Properly speaking, it has no plot—yet something does happen to almost everybody. A youth gets a chance to go to college. A drunk reforms. Another drunk rebels. A young man with a song in his soul finds himself forgetting the song as poverty and a lack of opportunity grind him down.",,,record
yppc_202,A Midsummer Night's Dream,"Shakespeare, William",08-18,19,5,0,24,TRUE,157,1600,Unknown,FALSE,2,FALSE,FALSE,,"In A Midsummer Night’s Dream, residents of Athens mix with fairies from a local forest, with comic results. In the city, Theseus, Duke of Athens, is to marry Hippolyta, queen of the Amazons. Bottom the weaver and his friends rehearse in the woods a play they hope to stage for the wedding celebrations. Four young Athenians are in a romantic tangle. Lysander and Demetrius love Hermia; she loves Lysander and her friend Helena loves Demetrius. Hermia’s father, Egeus, commands Hermia to marry Demetrius, and Theseus supports the father’s right. All four young Athenians end up in the woods, where Robin Goodfellow, who serves the fairy king Oberon, puts flower juice on the eyes of Lysander, and then Demetrius, unintentionally causing both to love Helena. Oberon, who is quarreling with his wife, Titania, uses the flower juice on her eyes. She falls in love with Bottom, who now, thanks to Robin Goodfellow, wears an ass’s head. As the lovers sleep, Robin Goodfellow restores Lysander’s love for Hermia, so that now each young woman is matched with the man she loves. Oberon disenchants Titania and removes Bottom’s ass’s head. The two young couples join the royal couple in getting married, and Bottom rejoins his friends to perform the play.",,,record
yppc_203,The Mill Race,"Tamburro, Frances",04-18,17,15,11,43,TRUE,74,1976,Unknown,TRUE,2,FALSE,TRUE,Adapted from an oral history interview with textile union organizer Joe Glazer: Digital Collections Repository - E0005_Transcript.pdf (unc.edu),"Two families in Gastonia between the early 1900s and the 1960s and the fight for unionization of their textile mill. Includes flashbacks to the founding of the mill, the exploitation of women and children as mill workers, and the Loray Mill Strike of 1929.",,"This play is deeply fascinating. It is based on an oral history interview conducted as part of the Southern Oral History Program's Labor History Series with textile union organizer Joe Glazer, conducted by Frances Tamburro, one of the authors of the script. (https://dcr.lib.unc.edu/record/9cf7989d-be0f-49ab-8301-ec67117ad24b) Two typed copies; these look like proofs but the play may not have been formally printed. One copy is missing pages 1-2 and the other is interspersed with notes regarding set design, names, phone numbers, and rehearsal dates, so it was obviously performed by someone at some point.",record
yppc_204,Miracle at Blaise,"Niggli, Josephina",08-18,0,6,0,6,FALSE,21,1944,"Samuel French, Inc.",TRUE,5,FALSE,FALSE,,"This miracle play is set during Christmas Eve of 1941 and explores the theme of redemption as the lead character, Madeleine Giraud, is reminded of her ruthless past by a stranger named Tabitha and is given the chance to redeem herself and atone for the mistakes she has made.",,,record
yppc_205,A Miracle of Saint Antony,"Maeterlinck, Maurice",04-18,4,4,5,13,TRUE,21,1918,"Dodd, Mead and Company, Inc.",FALSE,5,FALSE,FALSE,,"The play revolves around a small village in the middle of nowhere, where the people are struggling to survive. One day, a mysterious traveler arrives in the village, claiming to be on a pilgrimage to see a miraculous statue of Saint Anthony that is said to reside in the nearby chapel. As the traveler spends time in the village, he starts to unravel the secrets and stories of the people who live there. From the village priest who has lost his faith, to the young couple who are struggling with their marriage, to the old woman who has lived in the village all her life and has seen the many changes that have taken place, each character has their own tale to tell. As the traveler's pilgrimage to the chapel becomes more urgent, he begins to perform small miracles along the way, which slowly start to change the lives of the villagers. In the end, the miracle of Saint Anthony is revealed to be much more than just a simple statue, as the traveler's presence in the village has helped to heal old wounds and bring new hope to a community in need.",,Can be accessed from Project Gutenberg at https://www.gutenberg.org/files/70550/70550-h/70550-h.htm,record
yppc_206,"Mirror, Mirror","Kane, Bruce",08-18,4,3,0,7,TRUE,11,2013,lulu.com,TRUE,2,FALSE,TRUE,Based on Sleeping Beauty.,"In a land where ""beauty is only skin deep - thank God"" a ""woman of a certain age"" takes drastic action when she learns that she's been surpassed in the looks department by her sexy stepdaughter as the tale of ""Sleeping Beauty"" gets a 90210 face lift.",,"This looks like a draft - I'm not sure how YPPC ended up with it, but it does not precisely match the published version on the author's website. https://www.kaneprod.com/plays/zip/mirror.pdf",record
yppc_207,The Mish-Mosh Bird,"Murray, John",10-18,3,3,8,14,TRUE,22,1959,"Plays, Inc.",FALSE,10,FALSE,FALSE,,"A family thought they were buying a pet parrot, only to end up with a vanishingly rare fortune-telling bird with an eidetic memory. The family has trouble dealing with the ensuing fame.",,,record
yppc_208,Miss Bennet: Christmas at Pemberly,"Gunderson, Lauren",08-18,3,5,0,8,FALSE,70,2017,Dramatists Play Service Inc.,TRUE,1,FALSE,TRUE,Based on Jane Austen's novel Pride and Prejudice.,"A sequel to Jane Austen’s Pride and Prejudice set two years after the novel ends, MISS BENNET continues the story, only this time with bookish middle-sister Mary as its unlikely heroine. Mary is growing tired of her role as dutiful middle sister in the face of her siblings’ romantic escapades. When the family gathers for Christmas at Pemberley, an unexpected guest sparks Mary’s hopes for independence, an intellectual match, and possibly even love.",,,record
yppc_209,Moments 1997,"Stephens, Jeffryn (arr.)",08-18,0,0,20,20,TRUE,89,1997,Varied,TRUE,1,FALSE,FALSE,Some of the scenes are adaptations of other stories or plays.,"Includes scenes from The Glass Menagerie, I'm Herbert, Bell, Book, and Candle, Steel Magnolias, The Actor's Nightmare, The Crucible, Scapino, and a scene by Rachel Bell.",,,record
yppc_210,The Persecution and Assassination of Jean-Paul Marat as Performed by the Inmates of the Asylum of Charenton Under the Direction of the Marquis de Sade,"Weiss, Peter",16-18,9,3,0,12,TRUE,99,1964,Highgate Press,TRUE,1,TRUE,FALSE,,"Set in the historic French asylum where the Marquis de Sade often performed plays with his fellow inmates during their imprisonment, this play-within-a-play presents the final days of the French Revolution for the asylum’s visiting director and his upper-class family. Their portrayal sheds a chilling light on the complexities of revolution and the fragility of the human mind, and the audience is forced to confront uncomfortable questions about mental illness, leadership and the true nature of freedom. Peter Weiss’ Tony Award-winning masterpiece uses song and story to create a political parable that is a deep examination of human suffering and class struggle that still resonates deeply today.",,This play is an imagination of the types of plays that the Marquis de Sade may be put on while incarcerated in the asylum.,record
yppc_211,The Madwoman of Chaillot,"Giraudoux, Jean",10-18,17,8,0,25,TRUE,69,1943,"Samuel French, Inc.",TRUE,19,FALSE,FALSE,,"The play is a kind of poetic and comic fable set in the twilight zone of the not-quite-true. At the Cafe Chez Francis, a group of promoters plot to tear up Paris in order to unearth the oil which a prospector believes he has located in the neighborhood. These grandiose plans come to the attention of The Madwoman of Chaillot who is ostensibly not normal in her mind but who is soon shown to be the very essence of practical worldly goodness and common sense. She sees through the crookedness of the prospector and insists that the world is being turned into an unhappy place by the thieves and those who are greedy for worldly goods and power. At a tea party attended by other ""mad"" women of Paris, she has brought together representatives of the despoilers of the earth and wreckers of its happiness, and has them tried and condemned to extermination. In a scene which mounts into the realms of high poetic comedy, she sends the culprits one by one, lured by the scent of oil and undreamed-of riches, into a bottomless pit which opens out of her cellar. The exodus of the wicked is accompanied by another and more beautiful miracle: Joy, justice and love return to the world again.",,,record
yppc_212,The Maids,"Genet, Jean",12-18,0,3,0,3,FALSE,64,1947,"Samuel French, Inc.",TRUE,1,FALSE,FALSE,,"Two sisters, maids to a wealthy society woman, act out fantasies of class, love and revenge while the lady of the house is out on a romantic rendevous. As their games intensify, the incipient violence escalates as they await Madame's return.",,,record
yppc_213,The Man Who Came to Dinner,"Kaufman, George",12-18,14,9,0,23,TRUE,73,1939,"Samuel French, Inc.",TRUE,2,FALSE,FALSE,,"Sheridan Whiteside – critic, lecturer, wit, radio orator, intimate friend of the great and near great – having dined at the home of the Stanleys, slips on their doorstep and breaks his hip. The result is a tumultuous six weeks of confinement. Whiteside turns the Stanley household upside down, forcing everyone in town to cater to his egotistical demands. Meanwhile, his essential secretary has given her notice after falling in love with a local reporter, and Whiteside must engage every weapon in his considerable arsenal of guile and manipulation to keep her in his employ – including blackmail, deceit, and the intervention of the fading sexpot actress Lorraine Sheldon and the elegant British wit of playwright Beverly Carlton. A three-ring circus of machinations and celebrity appearances ensues.",,,record
yppc_214,Madame Dode,"Unknown,",10-18,1,5,1,7,FALSE,15,1950s,Unknown,TRUE,2,FALSE,FALSE,,"One dark and stormy night, a family recieves a visit from Madame Dode, who brings them a story about why Death is a woman.",,,record
yppc_215,Macbeth,"Shakespeare, William",10-18,11,7,17,35,TRUE,88,1606,Unknown,FALSE,11,FALSE,FALSE,,"A brave Scottish general named Macbeth receives a prophecy from a trio of witches that one day he will become King of Scotland. Consumed by ambition and spurred to action by his wife, Macbeth murders King Duncan and takes the Scottish throne for himself. He is then racked with guilt and paranoia. Forced to commit more and more murders to protect himself from enmity and suspicion, he soon becomes a tyrannical ruler. The bloodbath and consequent civil war swiftly take Macbeth and Lady Macbeth into the realms of madness and death.",,,record
yppc_216,"Moments (Unknown Year, Band-aid label)","Stephens, Jeffryn (arr.)",08-18,0,0,26,26,TRUE,55,Unknown,Varied,TRUE,2,FALSE,FALSE,Some of the scenes are adaptations of other stories or plays.,"Includes scenes from The Great Train Robbery, The Dead Parrot Sketch, Crunchy Frog, NPR Report, Who's on First, Words, Words, Words, Constitutional Peasants, Migrating Coconuts, and Mere Mortals.",,"This might be from 2019 as there is a class schedule pamphlet in the binder from that year. However, none of the other materials are dated so I went with Unknown year. The label for this binder is a band-aid. Might need a new label.",record
yppc_217,The Monkey's Paw,"Parker, Louis N.",08-18,3,1,2,6,FALSE,20,1910,"Samuel French, Inc.",FALSE,5,FALSE,TRUE,Based on the short story by W.W. Jacobs.,"In the story, three wishes are granted to the owner of The Monkey's Paw, but the wishes come with an enormous price for interfering with fate.",,,record
yppc_218,Mother Jones,"Ranson, Rebecca",14-18,4,3,3,10,FALSE,23,1960s,Unknown,TRUE,1,FALSE,FALSE,,A 1960s retrospective of Mother Jones and the establishment of the labor movement.,,"This is a Ranson draft that is included with other, disconnected drafts.",record
yppc_219,The Mouse that Roared,"Sergel, Christopher",08-18,14,16,0,30,TRUE,90,1963,Dramatic Publishing,TRUE,7,TRUE,TRUE,Based on the book by Leonard Wibberley.,"A pretty girl of 22 happens to be the present Duchess Gloriana, sovereign of a microscopic country in the Alps founded centuries ago by a roving band of English bowmen. Gloriana's unique solution to the near bankruptcy of her tiny domain is to declare war on the U.S.! There's some method to her madness, however, for her study of recent history suggests that the surest way to wealth today is to lose a war with the United States, for that country's odd reaction is to pour aid, relief and rehabilitation on the vanquished. When her ""declaration"" is considered a prank, Gloriana decides to escalate! Tully Bascomb, presently in charge of the bowmen, is to launch an attack so they can surrender and reap the rewards. Serious-minded Tully, however, upsets all calculations when he and his bowmen do the last thing expected—they win!",,,record
yppc_220,Mr. Timbral's Reckoning,"Whiteley, M.",10-18,2,1,0,3,FALSE,9,1972,Littell and Co.,TRUE,4,FALSE,FALSE,,The ghosts of two drowned sailors pretend to be hermits to drive people who come to their cave mad.,,"Found in the book Man and His Imagination edited by Hannah Beate Haupt, Lilla Heston, Joy Lettell, and Sarah Solotaroff",record
yppc_221,Mrs. McThing,"Chase, Mary Coyle",08-18,4,10,5,19,TRUE,65,1949,Dramatists Play Service Inc.,TRUE,15,FALSE,FALSE,,"A little girl has slipped past the gatekeeper and over the garden wall to play with a lonely and put-upon lad. She is quickly shooed out by his mother as 'trash.' It just so happens that the little girl's mother is a witch, and an experienced one. She takes her revenge by supplying Mrs. Howard V. Larue III with the very little paragon she has always longed for, meanwhile spiriting the real and unruly boy off to a life of crime in the Shantyland Pool Hall Lunchroom. Mother is at first delighted with the impostor's perfection, then suspicious, then dismayed. When she learns the truth and sets out to reclaim her own nine-year-old mobster, she unwittingly and very foolishly crosses the same little girl, who promptly puts the finger on her and assigns her the role of washing dishes for the gang. By the time mama has been knocked about a bit and come to appreciate the sterling qualities of an ordinary roughneck, she is happy enough to take the boy back on his own terms, and to adopt the little witch-girl into the bargain.",,"Originally published in 1949, republished in 1952.",record
yppc_222,Thursday Meets the Wolfman,"Simms, Willard",08-14,3,5,3,11,TRUE,27,1974,Pioneer Drama Service,TRUE,5,FALSE,FALSE,,"This is the city. Swampville, U.S.A. Sergeant Thursday is working the bog watch out of homicide. It is cold, misty, overcast and polluted...a typical day in the bog district. Several bizarre murders have taken place. The suspect? A monster with a hairy face, wild eyes and four oversized teeth. But there is a shortage of clues. Thursday’s trail takes him to all the interesting residents of Swampville, including a mad scientist, campaigning politicians and a home for various weirdies. Sergeant Thursday and his familiar sidekick make this a case to remember!",,,record
yppc_223,Murder at the Vicarage,"Toy, Barbara",10-18,6,6,0,12,FALSE,78,1949,"Samuel French, Inc.",TRUE,3,FALSE,TRUE,"Adapted from Agatha Christie's novel by the same name, it is rumored that she wrote the play and the two playwrights edited enough to be able to take credit. Either way, she was incredibly enthuiastic about it, and attended performances in the first season.","When the Parson declares rather carelessly 'Anyone who murdered Colonel Prothero would be doing the world at large a service !', he does not realise his words will come back to haunt him. From several potential murderers, Miss Marple must find the real killer.",,The other playwright is Moie Charles.,record
yppc_224,Murder in Retrospect/Go Back for Murder,"Christie, Agatha",10-18,6,4,0,10,FALSE,80,1960,"Samuel French, Inc.",TRUE,6,FALSE,TRUE,Adapted from Agatha Christie's novel Five Little Pigs.,"After receiving a letter from beyond the grave, Carla Crale believes her mother, who died in prison, was wrongly convicted of her father’s murder. In a passionate attempt to clear her name, she persuades those present on the day of her father’s death to return to the scene of the crime and ‘go back’ 15 years to recount their version of events. An unusual take on the traditional murder mystery, the play slips seamlessly from past to present, examining the danger of relying on personal testimony warped by time, prejudice and perception. By studying each suspect’s testimony, and the various inconsistencies among them, the drama arrives at a disturbing and terrible truth.",,,record
yppc_225,The Music Man JR,"Wilson, Meredith",10-18,12,10,0,22,TRUE,105,1957,Music Theater International,TRUE,1,TRUE,TRUE,This is the JR version of the musical The Music Man.,"Master showman Harold Hill is in town and he’s got “seventy-six trombones” in tow. Can upright, uptight Marian, the town librarian, resist his powerful allure? The story follows fast-talking traveling salesman, Harold Hill, as he cons the people of River City, Iowa, into buying instruments and uniforms for a boys' band he vows to organize. The catch? He doesn't know a trombone from a treble clef. His plans to skip town with the cash are foiled when he falls for Marian, whose belief in Harold’s power just might help him succeed in the end in spite of himself.",,,record
yppc_226,A New Life,"Laird, Paula",14-18,1,3,0,4,FALSE,27,Unknown,Unknown,TRUE,1,FALSE,FALSE,,"A man's new wife goes into labor, while his ex wife talks with their daughter.",,,record
